Index	Title	Pmid	PubYear	LastAuthor	ArticleID	TableID	NeuronName	NeuronLongName	NeuronPrefName	NeuroNERAnnots	BrainRegion	MetadataCurated	Species	Strain	ElectrodeType	PrepType	JxnPotential	JxnOffset	RecTemp	AnimalAge	AnimalWeight	FlagSoln	ExternalSolution	ExternalSolution_conf	external_0_Mg	external_0_Ca	external_0_Na	external_0_Cl	external_0_K	external_0_pH	InternalSolution	InternalSolution_conf	internal_0_Mg	internal_0_Ca	internal_0_Na	internal_0_Cl	internal_0_K	internal_0_pH	MetadataNote	TableNote	rin	rin_raw	rin_err	rin_n	rin_sd	rin_note	rmp	rmp_raw	rmp_err	rmp_n	rmp_sd	rmp_note	apthr	apthr_raw	apthr_err	apthr_n	apthr_sd	apthr_note	apamp	apamp_raw	apamp_err	apamp_n	apamp_sd	apamp_note	aphw	aphw_raw	aphw_err	aphw_n	aphw_sd	aphw_note	tau	tau_raw	tau_err	tau_n	tau_sd	tau_note	ahpamp	ahpamp_raw	ahpamp_err	ahpamp_n	ahpamp_sd	ahpamp_note	cap	cap_raw	cap_err	cap_n	cap_sd	cap_note	apwidth	apwidth_raw	apwidth_err	apwidth_n	apwidth_sd	apwidth_note	apfreq	apfreq_raw	apfreq_err	apfreq_n	apfreq_sd	apfreq_note	rheo	rheo_raw	rheo_err	rheo_n	rheo_sd	rheo_note	ahpdur	ahpdur_raw	ahpdur_err	ahpdur_n	ahpdur_sd	ahpdur_note	sagratio	sagratio_raw	sagratio_err	sagratio_n	sagratio_sd	sagratio_note	maxfreq	maxfreq_raw	maxfreq_err	maxfreq_n	maxfreq_sd	maxfreq_note	apriseslope	apriseslope_raw	apriseslope_err	apriseslope_n	apriseslope_sd	apriseslope_note	fahpamp	fahpamp_raw	fahpamp_err	fahpamp_n	fahpamp_sd	fahpamp_note	spontfreq	spontfreq_raw	spontfreq_err	spontfreq_n	spontfreq_sd	spontfreq_note	appeak	appeak_raw	appeak_err	appeak_n	appeak_sd	appeak_note	apriset	apriset_raw	apriset_err	apriset_n	apriset_sd	apriset_note	apdecayslope	apdecayslope_raw	apdecayslope_err	apdecayslope_n	apdecayslope_sd	apdecayslope_note	apdelay	apdelay_raw	apdelay_err	apdelay_n	apdelay_sd	apdelay_note	fislope	fislope_raw	fislope_err	fislope_n	fislope_sd	fislope_note	adratio	adratio_raw	adratio_err	adratio_n	adratio_sd	adratio_note	apamprest	apamprest_raw	apamprest_err	apamprest_n	apamprest_sd	apamprest_note	other	other_raw	other_err	other_n	other_sd	other_note	sagamp	sagamp_raw	sagamp_err	sagamp_n	sagamp_sd	sagamp_note	sahpamp	sahpamp_raw	sahpamp_err	sahpamp_n	sahpamp_sd	sahpamp_note	apdecayt	apdecayt_raw	apdecayt_err	apdecayt_n	apdecayt_sd	apdecayt_note	accres	accres_raw	accres_err	accres_n	accres_sd	accres_note	adratioinv	adratioinv_raw	adratioinv_err	adratioinv_n	adratioinv_sd	adratioinv_note	adpamp	adpamp_raw	adpamp_err	adpamp_n	adpamp_sd	adpamp_note	ahpamprest	ahpamprest_raw	ahpamprest_err	ahpamprest_n	ahpamprest_sd	ahpamprest_note	mahpamp	mahpamp_raw	mahpamp_err	mahpamp_n	mahpamp_sd	mahpamp_note	fahpdur	fahpdur_raw	fahpdur_err	fahpdur_n	fahpdur_sd	fahpdur_note	ahpvolt	ahpvolt_raw	ahpvolt_err	ahpvolt_n	ahpvolt_sd	ahpvolt_note	sahpdur	sahpdur_raw	sahpdur_err	sahpdur_n	sahpdur_sd	sahpdur_note	celldiam	celldiam_raw	celldiam_err	celldiam_n	celldiam_sd	celldiam_note	adpctother	adpctother_raw	adpctother_err	adpctother_n	adpctother_sd	adpctother_note	adpct	adpct_raw	adpct_err	adpct_n	adpct_sd	adpct_note	adpctminus	adpctminus_raw	adpctminus_err	adpctminus_n	adpctminus_sd	adpctminus_note	surfarea	surfarea_raw	surfarea_err	surfarea_n	surfarea_sd	surfarea_note	mahpdur	mahpdur_raw	mahpdur_err	mahpdur_n	mahpdur_sd	mahpdur_note	adratiominus	adratiominus_raw	adratiominus_err	adratiominus_n	adratiominus_sd	adratiominus_note	adpctinv	adpctinv_raw	adpctinv_err	adpctinv_n	adpctinv_sd	adpctinv_note	adpdur	adpdur_raw	adpdur_err	adpdur_n	adpdur_sd	adpdur_note	fahpvolt	fahpvolt_raw	fahpvolt_err	fahpvolt_n	fahpvolt_sd	fahpvolt_note	mahpamprest	mahpamprest_raw	mahpamprest_err	mahpamprest_n	mahpamprest_sd	mahpamprest_note	apamptrough	apamptrough_raw	apamptrough_err	apamptrough_n	apamptrough_sd	apamptrough_note	sahpamprest	sahpamprest_raw	sahpamprest_err	sahpamprest_n	sahpamprest_sd	sahpamprest_note	fahpamprest	fahpamprest_raw	fahpamprest_err	fahpamprest_n	fahpamprest_sd	fahpamprest_note	sahpvolt	sahpvolt_raw	sahpvolt_err	sahpvolt_n	sahpvolt_sd	sahpvolt_note	mahpvolt	mahpvolt_raw	mahpvolt_err	mahpvolt_n	mahpvolt_sd	mahpvolt_note
187	Characterization of neurons in the CA2 subfield of the adult rat hippocampus.	17611285	2007	Thomson AM	30098	2184.0	Other	Hippocampus CA2 wide arbor stratum oriens and striatum radiatum innervating bistratified cells	Hippocampus CA2 wide arbor stratum oriens and striatum radiatum innervating bistratified cells	[ABA_REGION:423, Missing:wide arbor, UNKN_REGION:5667, Missing:and, ABA_REGION:672, Missing:radiatum innervating, HBP_MORPHOLOGY:0000065, NeuronTrigger:cells]		True	Rats	Wistar, Sprague-Dawley	Sharp	in vitro	Unreported				145.0		 standard ACSF (in mm: 124 NaCl, 25.5 NaHCO3, 3.3 KCl, 1.2 KH2PO4, 1 MgSO4, 2.5 CaCl2, and 15 d-glucose) 	5.0	1.0	2.5	149.5	132.3	4.5		Intracellular recordings were made using sharp microelectrodes (tip resistance, 90â190 MÎ©) filled with 2% biocytin in 2 m KMeSO4 under current-clamp	5.0					2000.0			Article did not mention how spike amplitude was measured. 	83.3	83.3		2.0			-76.0	-76.0		2.0									69.0	69.0		2.0		Not mentioned	0.7	0.7		2.0			25.0	25.0		2.0			18.0	18.0		2.0																																																																																																															0.05	5.0		2.0																					0.027	2.7		2.0																																																																																																																																						
535	Endomorphin-1 modulates intrinsic inhibition in the dorsal vagal complex.	17615134	2007	Smith BN	25585	363.0	Nucleus of the solitary tract intrinsic cell	Nucleus of the solitary tract GAD-67 expressing cell	Nucleus of the solitary tract GAD-67 expressing cell	[ABA_REGION:651, NCBI_GENE:22223, Missing:67 expressing, NeuronTrigger:cell]	Medulla	True	Mice	GIN	Patch-clamp	in vitro	Corrected	-8.0	22.0	36.3730669589			Slices (300â400 Î¼m thick) were prepared in the coronal plane (i.e., transverse), cutting the brain stem from dorsal to ventral in 0â2Â°C artificial cerebrospinal fluid (ACSF) of the following composition (in mM): 124 NaCl, 3 KCl, 1.3â2 CaCl2, 1.3 MgCl2, 1.4 NaH2PO4, 26 NaHCO3, and 11 glucose, pH 7.2â7.4; osmolarity between 300 and 320 mOsm/kg.	5.0	1.3	1.65	151.4	132.9	3.0	7.3	Patch pipettes (4â7 MÎ©) were pulled from borosilicate glass (1.65 mm OD, 0.45 mm wall thickness; Garner Glass Company, Claremont, CA) and filled with (mM) 130 potassium-gluconate (or Cs-gluconate), 10 HEPES, 1 NaCl, 1 CaCl2, 3 KOH (or CsOH), 5 EGTA, 2â4 Mg-ATP, and 0.1% biocytin.	5.0	3.0	1.0	1.0	3.0	133.0				1180.0	1180.0	144.0	16.0	576.0		-53.0	-53.0	2.2	18.0	9.33380951166		-33.0	-33.0	1.7	14.0	6.36081755752																				24.0	-57.0	1.8	14.0	6.73498329619	Method Not Mentioned	12.5	12.5	0.4	16.0	1.6								2.4	2.4	0.7	14.0	2.61916017074																																																																																																																																																																																																																																																													
658	Genetic deletion of SK2 channels in mouse inner hair cells prevents the developmental linearization in the Ca2+ dependence of exocytosis.	17627990	2007	Marcotti W	9788	7957.0	Cochlea hair cell inner		Cochlea hair cell inner	[Missing:Cochlea, HBP_MORPHOLOGY:0000054, NeuronTrigger:cell, Function:inner]		True	Mice	Mouse, Transgenic	Patch-clamp	in vitro	Corrected		35.5	10.0			The cochleae were dissected in normal extracellular solution (mm): 135 NaCl, 5.8 KCl, 1.3 CaCl2, 0.9 MgCl2, 0.7 NaH2PO4, 5.6 d-glucose, 10 HepesâNaOH.	5.0	0.9	1.3	145.7	145.2	5.8		The whole-cell patch pipette filling solution was (mm): 131 KCl, 3 MgCl2, 1 EGTAâKOH, 5 Na2ATP, 5 HepesâKOH, 10 Na2-phosphocreatine (pH 7.3, 294 mmol kgâ1).	5.0	3.0		30.0	137.0	137.0	7.3									-57.5	-57.5	0.8	31.0	4.45421149026																																7.4	7.4	0.2	21.0	0.916515138991																																																																																																																																																																																																																																																																									
293	Developmental regulation of the membrane properties of central vestibular neurons by sensory vestibular information in the mouse.	17627998	2007	Vibert N	32990	8485.0	Medial vestibular nucleus neuron		Medial vestibular nucleus neuron	[ABA_REGION:202, NeuronTrigger:neuron]	Medulla	True	Mice	Mouse, Transgenic	Patch-clamp	in vitro	Corrected		32.5	19.1833260933			This sucrose-loaded ACSF was used up to the moment the slices were transferred to the incubating chamber.For patch-clamp recordings in juvenile mice, four or five 220â250 Î¼m thick, coronal slices containing the MVN were cut from the brainstem with a microslicer (Leica, Rueil-Malmaison, France) and transferred into an incubating vial maintained at 32â34Â°C and filled with a regular ACSF containing (mm): 124 NaCl, 5 KCl, 1 NaH2PO4, 26 NaHCO3, 2.5 CaCl2, 1.3 MgCl2, 11 glucose and bubbled with 95% O2 and 5% CO2 (pH = 7.4).	4.0	1.3	2.5	151.0	136.6	5.0	7.4	The control internal solution contained (mm): 140 potassium gluconate, 2 MgCl2, 10 Hepes, 0.1 EGTA, 4 Na2ATP, 0.4 Na2GTP (adjusted to pH 7.3 with KOH).	3.0	2.0		8.8	4.0	140.0	7.3									-58.6333333333	-58.6333333333	5.16666666667		7.7		-45.2	-45.2	5.66666666667		5.8		62.1666666667	62.1666666667	10.1		9.3														20.3333333333	20.3333333333	4.96666666667		4.0								1.39666666667	1.39666666667	0.463333333333		0.17		25.1	25.1	19.7		19.7																																																																																																																																																																																																																																																													
1092	Physiologically distinct temporal cohorts of cortical interneurons arise from telencephalic Olig2-expressing precursors.	17634372	2007	Fishell G	36099	2180.0	Other	Neocortex medial ganglionic eminence deep and superficial layer irregular intrinsic bursting interneuron	Neocortex medial ganglionic eminence deep and superficial layer irregular intrinsic bursting interneuron	[ABA_REGION:315, UNKN_REGION:14, UNKN_REGION:101, Missing:eminence deep and superficial layer, HBP_EPHYS:0000010, HBP_EPHYS:0000040, HBP_EPHYS_TRIGGER:0000005, NeuronTrigger:interneuron]		True	Mice	Mouse, Transgenic	Patch-clamp	in vitro	Unreported		22.0	16.9115345253			Briefly, animals were deeply anesthetized and decapitated, and the brain was quickly removed and transferred to ice-cold physiological Ringer's solution of the following composition (in mm): 125 NaCl, 2.5 KCl, 25 NaHCO3, 1.25 NaH2PO4, 1 MgCl2, 2 CaCl2, and 20 glucose.	5.0	1.0	2.0	151.25	133.5	2.5		Patch electrodes were made from borosilicate glass (resistance, 5-8 MÎ©; Harvard Apparatus, Kent, UK) and filled with a solution containing (in mm) 128 K-gluconate, 4 NaCl, 0.3 GTP, 5 ATP, 0.0001 CaCl2, 10 HEPES, and 1 glucose. For postrecording immunohistochemistry and morphological reconstruction, 0.2% Lucifer yellow was also included. 	5.0		0.0001	4.0	4.0002	128.0				548.0	548.0		9.0			-63.8	-63.8		9.0			-41.6	-41.6		9.0			73.4	73.4		9.0			1.3	1.3		9.0		assigning half-width based on previous papers from lab		47.9						-9.1				Method Not Mentioned														18.2				at two x rheobase stimulus																			68.4	68.4		9.0																																							191.0	191.0		9.0																											2.5	2.5		9.0																																													5.1	5.1		9.0																																	0.417	41.7		9.0		measurement definition is inferred but not mentioned in paper																																																																								
1093	Physiologically distinct temporal cohorts of cortical interneurons arise from telencephalic Olig2-expressing precursors.	17634372	2007	Fishell G	36099	2180.0	Other	Neocortex medial ganglionic eminence deep and superficial layer regular intrinsic bursting Interneuron	Neocortex medial ganglionic eminence deep and superficial layer regular intrinsic bursting Interneuron	[ABA_REGION:315, UNKN_REGION:14, UNKN_REGION:101, Missing:eminence deep and superficial layer, HBP_EPHYS:0000001, HBP_EPHYS:0000040, HBP_EPHYS_TRIGGER:0000005, NeuronTrigger:Interneuron]		True	Mice	Mouse, Transgenic	Patch-clamp	in vitro	Unreported		22.0	16.9115345253			Briefly, animals were deeply anesthetized and decapitated, and the brain was quickly removed and transferred to ice-cold physiological Ringer's solution of the following composition (in mm): 125 NaCl, 2.5 KCl, 25 NaHCO3, 1.25 NaH2PO4, 1 MgCl2, 2 CaCl2, and 20 glucose.	5.0	1.0	2.0	151.25	133.5	2.5		Patch electrodes were made from borosilicate glass (resistance, 5-8 MÎ©; Harvard Apparatus, Kent, UK) and filled with a solution containing (in mm) 128 K-gluconate, 4 NaCl, 0.3 GTP, 5 ATP, 0.0001 CaCl2, 10 HEPES, and 1 glucose. For postrecording immunohistochemistry and morphological reconstruction, 0.2% Lucifer yellow was also included. 	5.0		0.0001	4.0	4.0002	128.0				514.0	514.0		17.0			-58.5	-58.5		17.0			-43.3	-43.3		17.0			77.0	77.0		17.0			1.1	1.1		17.0		assigning half-width based on previous papers from lab		42.6						-9.8				Method Not Mentioned														16.9				at two x rheobase stimulus																			77.8	77.8		17.0																																							146.8	146.8		17.0																											3.8	3.8		17.0																																													4.6	4.6		17.0																																	0.444	44.4		17.0		measurement definition is inferred but not mentioned in paper																																																																								
1094	Physiologically distinct temporal cohorts of cortical interneurons arise from telencephalic Olig2-expressing precursors.	17634372	2007	Fishell G	36099	2180.0	Other	Neocortex medial ganglionic eminence delayed non-fast spiking 1 interneuron	Neocortex medial ganglionic eminence delayed non-fast spiking 1 interneuron	[ABA_REGION:315, UNKN_REGION:14, UNKN_REGION:101, Missing:eminence, HBP_EPHYS:0000020, HBP_EPHYS:0000090, HBP_EPHYS:0000080, HBP_EPHYS_TRIGGER:0000003, Missing:1, NeuronTrigger:interneuron]		True	Mice	Mouse, Transgenic	Patch-clamp	in vitro	Unreported		22.0	16.9115345253			Briefly, animals were deeply anesthetized and decapitated, and the brain was quickly removed and transferred to ice-cold physiological Ringer's solution of the following composition (in mm): 125 NaCl, 2.5 KCl, 25 NaHCO3, 1.25 NaH2PO4, 1 MgCl2, 2 CaCl2, and 20 glucose.	5.0	1.0	2.0	151.25	133.5	2.5		Patch electrodes were made from borosilicate glass (resistance, 5-8 MÎ©; Harvard Apparatus, Kent, UK) and filled with a solution containing (in mm) 128 K-gluconate, 4 NaCl, 0.3 GTP, 5 ATP, 0.0001 CaCl2, 10 HEPES, and 1 glucose. For postrecording immunohistochemistry and morphological reconstruction, 0.2% Lucifer yellow was also included. 	5.0		0.0001	4.0	4.0002	128.0				562.0	562.0		11.0			-62.3	-62.3		11.0			-35.8	-35.8		11.0			68.7	68.7		11.0			1.3	1.3		11.0		assigning half-width based on previous papers from lab		45.6						-18.3				Method Not Mentioned														16.4				at two x rheobase stimulus																			85.5	85.5		11.0																																							327.1	327.1		11.0																											5.0	5.0		11.0																																													11.4	11.4		11.0																																	0.295	29.5		11.0		measurement definition is inferred but not mentioned in paper																																																																								
1091	Physiologically distinct temporal cohorts of cortical interneurons arise from telencephalic Olig2-expressing precursors.	17634372	2007	Fishell G	36099	2180.0	Neocortex basket cell	Neocortex medial ganglionic eminence fast spiking interneuron	Neocortex medial ganglionic eminence fast spiking interneuron	[ABA_REGION:315, UNKN_REGION:14, UNKN_REGION:101, Missing:eminence, HBP_EPHYS:0000080, HBP_EPHYS_TRIGGER:0000003, NeuronTrigger:interneuron]	Isocortex	True	Mice	Mouse, Transgenic	Patch-clamp	in vitro	Unreported		22.0	16.9115345253			Briefly, animals were deeply anesthetized and decapitated, and the brain was quickly removed and transferred to ice-cold physiological Ringer's solution of the following composition (in mm): 125 NaCl, 2.5 KCl, 25 NaHCO3, 1.25 NaH2PO4, 1 MgCl2, 2 CaCl2, and 20 glucose.	5.0	1.0	2.0	151.25	133.5	2.5		Patch electrodes were made from borosilicate glass (resistance, 5-8 MÎ©; Harvard Apparatus, Kent, UK) and filled with a solution containing (in mm) 128 K-gluconate, 4 NaCl, 0.3 GTP, 5 ATP, 0.0001 CaCl2, 10 HEPES, and 1 glucose. For postrecording immunohistochemistry and morphological reconstruction, 0.2% Lucifer yellow was also included. 	5.0		0.0001	4.0	4.0002	128.0				246.0	246.0		71.0			-68.4	-68.4		71.0			-32.9	-32.9		71.0			66.0	66.0		71.0			0.7	0.7		71.0		assigning half-width based on previous papers from lab	13.9	13.9		71.0			20.4	-20.4		71.0		Method Not Mentioned														53.7				at two x rheobase stimulus																			160.0	160.0		71.0																																							68.3	68.3		71.0																											2.9	2.9		71.0																																													4.5	4.5		71.0																																	0.176	17.6		71.0		measurement definition is inferred but not mentioned in paper																																																																								
1095	Physiologically distinct temporal cohorts of cortical interneurons arise from telencephalic Olig2-expressing precursors.	17634372	2007	Fishell G	36099	2180.0	Other	Neocortex medial ganglionic eminence initial adapting interneuron	Neocortex medial ganglionic eminence initial adapting interneuron	[ABA_REGION:315, UNKN_REGION:14, UNKN_REGION:101, Missing:eminence initial, HBP_EPHYS_TRIGGER:0000008, NeuronTrigger:interneuron]		True	Mice	Mouse, Transgenic	Patch-clamp	in vitro	Unreported		22.0	16.9115345253			Briefly, animals were deeply anesthetized and decapitated, and the brain was quickly removed and transferred to ice-cold physiological Ringer's solution of the following composition (in mm): 125 NaCl, 2.5 KCl, 25 NaHCO3, 1.25 NaH2PO4, 1 MgCl2, 2 CaCl2, and 20 glucose.	5.0	1.0	2.0	151.25	133.5	2.5		Patch electrodes were made from borosilicate glass (resistance, 5-8 MÎ©; Harvard Apparatus, Kent, UK) and filled with a solution containing (in mm) 128 K-gluconate, 4 NaCl, 0.3 GTP, 5 ATP, 0.0001 CaCl2, 10 HEPES, and 1 glucose. For postrecording immunohistochemistry and morphological reconstruction, 0.2% Lucifer yellow was also included. 	5.0		0.0001	4.0	4.0002	128.0				542.0	542.0		7.0			-66.0	-66.0		7.0			-33.2	-33.2		7.0			67.8	67.8		7.0			1.5	1.5		7.0		assigning half-width based on previous papers from lab		17.9						-10.3				Method Not Mentioned														18.6				at two x rheobase stimulus																			72.9	72.9		7.0																																							54.5	54.5		7.0																											0.9	0.9		7.0																																													10.1	10.1		7.0																																	0.451	45.1		7.0		measurement definition is inferred but not mentioned in paper																																																																								
1096	Physiologically distinct temporal cohorts of cortical interneurons arise from telencephalic Olig2-expressing precursors.	17634372	2007	Fishell G	36099	2180.0	Other	Neocortex medial ganglionic eminence non-fast spiking 1 interneuron	Neocortex medial ganglionic eminence non-fast spiking 1 interneuron	[ABA_REGION:315, UNKN_REGION:14, UNKN_REGION:101, Missing:eminence, HBP_EPHYS:0000090, HBP_EPHYS:0000080, HBP_EPHYS_TRIGGER:0000003, Missing:1, NeuronTrigger:interneuron]		True	Mice	Mouse, Transgenic	Patch-clamp	in vitro	Unreported		22.0	16.9115345253			Briefly, animals were deeply anesthetized and decapitated, and the brain was quickly removed and transferred to ice-cold physiological Ringer's solution of the following composition (in mm): 125 NaCl, 2.5 KCl, 25 NaHCO3, 1.25 NaH2PO4, 1 MgCl2, 2 CaCl2, and 20 glucose.	5.0	1.0	2.0	151.25	133.5	2.5		Patch electrodes were made from borosilicate glass (resistance, 5-8 MÎ©; Harvard Apparatus, Kent, UK) and filled with a solution containing (in mm) 128 K-gluconate, 4 NaCl, 0.3 GTP, 5 ATP, 0.0001 CaCl2, 10 HEPES, and 1 glucose. For postrecording immunohistochemistry and morphological reconstruction, 0.2% Lucifer yellow was also included. 	5.0		0.0001	4.0	4.0002	128.0				273.0	273.0		16.0			-63.6	-63.6		16.0			-41.5	-41.5		16.0			81.2	81.2		16.0			0.9	0.9		16.0		assigning half-width based on previous papers from lab		21.9						-10.4				Method Not Mentioned														24.0				at two x rheobase stimulus																			99.9	99.9		16.0																																							104.4	104.4		16.0																											5.0	5.0		16.0																																													5.6	5.6		16.0																																	0.362	36.2		16.0		measurement definition is inferred but not mentioned in paper																																																																								
1097	Physiologically distinct temporal cohorts of cortical interneurons arise from telencephalic Olig2-expressing precursors.	17634372	2007	Fishell G	36099	2180.0	Other	Neocortex medial ganglionic eminence non-fast spiking 2 interneuron	Neocortex medial ganglionic eminence non-fast spiking 2 interneuron	[ABA_REGION:315, UNKN_REGION:14, UNKN_REGION:101, Missing:eminence, HBP_EPHYS:0000090, HBP_EPHYS:0000080, HBP_EPHYS_TRIGGER:0000003, Missing:2, NeuronTrigger:interneuron]		True	Mice	Mouse, Transgenic	Patch-clamp	in vitro	Unreported		22.0	16.9115345253			Briefly, animals were deeply anesthetized and decapitated, and the brain was quickly removed and transferred to ice-cold physiological Ringer's solution of the following composition (in mm): 125 NaCl, 2.5 KCl, 25 NaHCO3, 1.25 NaH2PO4, 1 MgCl2, 2 CaCl2, and 20 glucose.	5.0	1.0	2.0	151.25	133.5	2.5		Patch electrodes were made from borosilicate glass (resistance, 5-8 MÎ©; Harvard Apparatus, Kent, UK) and filled with a solution containing (in mm) 128 K-gluconate, 4 NaCl, 0.3 GTP, 5 ATP, 0.0001 CaCl2, 10 HEPES, and 1 glucose. For postrecording immunohistochemistry and morphological reconstruction, 0.2% Lucifer yellow was also included. 	5.0		0.0001	4.0	4.0002	128.0				543.0	543.0		11.5			-61.5	-61.5		11.5			-36.7	-36.7		11.5			74.0	74.0		11.5			1.25	1.25		11.5		assigning half-width based on previous papers from lab		37.3						-15.45				Method Not Mentioned														21.55				at two x rheobase stimulus																			79.45	79.45		11.5																																							180.65	180.65		11.5																											3.9	3.9		11.5																																													10.6	10.6		11.5																																	0.326	32.6		11.5		measurement definition is inferred but not mentioned in paper																																																																								
1098	Physiologically distinct temporal cohorts of cortical interneurons arise from telencephalic Olig2-expressing precursors.	17634372	2007	Fishell G	36099	2180.0	Other	Neocortex medial ganglionic eminence superficial layer delayed-fast spiking Interneuron	Neocortex medial ganglionic eminence superficial layer delayed-fast spiking Interneuron	[ABA_REGION:315, UNKN_REGION:14, UNKN_REGION:101, Missing:eminence superficial layer, HBP_EPHYS:0000020, HBP_EPHYS:0000080, HBP_EPHYS_TRIGGER:0000003, NeuronTrigger:Interneuron]		True	Mice	Mouse, Transgenic	Patch-clamp	in vitro	Unreported		22.0	16.9115345253			Briefly, animals were deeply anesthetized and decapitated, and the brain was quickly removed and transferred to ice-cold physiological Ringer's solution of the following composition (in mm): 125 NaCl, 2.5 KCl, 25 NaHCO3, 1.25 NaH2PO4, 1 MgCl2, 2 CaCl2, and 20 glucose.	5.0	1.0	2.0	151.25	133.5	2.5		Patch electrodes were made from borosilicate glass (resistance, 5-8 MÎ©; Harvard Apparatus, Kent, UK) and filled with a solution containing (in mm) 128 K-gluconate, 4 NaCl, 0.3 GTP, 5 ATP, 0.0001 CaCl2, 10 HEPES, and 1 glucose. For postrecording immunohistochemistry and morphological reconstruction, 0.2% Lucifer yellow was also included. 	5.0		0.0001	4.0	4.0002	128.0				221.0	221.0		25.0			-67.1	-67.1		25.0			-32.9	-32.9		25.0			61.2	61.2		25.0			0.8	0.8		25.0		assigning half-width based on previous papers from lab		13.4						-22.8				Method Not Mentioned														53.2				at two x rheobase stimulus																			156.1	156.1		25.0																																							376.5	376.5		25.0																											2.6	2.6		25.0																																													5.7	5.7		25.0																																	0.155	15.5		25.0		measurement definition is inferred but not mentioned in paper																																																																								
1099	Physiologically distinct temporal cohorts of cortical interneurons arise from telencephalic Olig2-expressing precursors.	17634372	2007	Fishell G	36099	2180.0	Other	Neocortex medial ganglionic eminence superficial layer late spiking interneuron	Neocortex medial ganglionic eminence superficial layer late spiking interneuron	[ABA_REGION:315, UNKN_REGION:14, UNKN_REGION:101, Missing:eminence superficial layer, HBP_EPHYS:0000020, HBP_EPHYS_TRIGGER:0000003, NeuronTrigger:interneuron]		True	Mice	Mouse, Transgenic	Patch-clamp	in vitro	Unreported		22.0	16.9115345253			Briefly, animals were deeply anesthetized and decapitated, and the brain was quickly removed and transferred to ice-cold physiological Ringer's solution of the following composition (in mm): 125 NaCl, 2.5 KCl, 25 NaHCO3, 1.25 NaH2PO4, 1 MgCl2, 2 CaCl2, and 20 glucose.	5.0	1.0	2.0	151.25	133.5	2.5		Patch electrodes were made from borosilicate glass (resistance, 5-8 MÎ©; Harvard Apparatus, Kent, UK) and filled with a solution containing (in mm) 128 K-gluconate, 4 NaCl, 0.3 GTP, 5 ATP, 0.0001 CaCl2, 10 HEPES, and 1 glucose. For postrecording immunohistochemistry and morphological reconstruction, 0.2% Lucifer yellow was also included. 	5.0		0.0001	4.0	4.0002	128.0				669.1	669.1		17.0			-65.9	-65.9		17.0			-34.1	-34.1		17.0			65.3	65.3		17.0			1.4	1.4		17.0		assigning half-width based on previous papers from lab		32.9						-20.8				Method Not Mentioned														21.3				at two x rheobase stimulus																			74.1	74.1		17.0																																							399.5	399.5		17.0																											3.1	3.1		17.0																																													20.0	20.0		17.0																																	0.334	33.4		17.0		measurement definition is inferred but not mentioned in paper																																																																								
596	Fibroblast growth factor homologous factors control neuronal excitability through modulation of voltage-gated sodium channels.	17678857	2007	D'Angelo E	11498	21275.0	Cerebellum granule cell		Cerebellum granule cell	[ABA_REGION:512, HBP_MORPHOLOGY:0000026, NeuronTrigger:cell]	Cerebellum	True	Mice	Mouse, Transgenic	Patch-clamp	in vitro	Corrected		22.0	180.0			Consecutive z axis images were stacked to allow visualization of axons running oblique to the imaging plane.ElectrophysiologyPreparation of Brain Slices and Cultured Neurons for RecordingsAdult mice (3- to 12-month-old) were anesthetized by halothane inhalation, decapitated, and their cerebellar vermis chilled with ice-cold modified Kreb's solution: 120 mM NaCl, 3 mM KCl, 1.2 mM KH2PO4, 26 mM NaHCO3, 3 mM glucose, 2 mM Na pyruvate, 3 mM myo-inositol, 1.2 mM MgSO4, 2 mM CaCl2, 0.4 mM Na ascorbate, 0.5 mM kynurenic acid (pH 7.2).	5.0	1.2	2.0	148.4	127.0	4.2	7.2	For all current injection experiments and for examination of all currents in voltage clamp, pipettes were filled with 126 mM K gluconate, 4 mM NaCl, 5 mM KOH-buffered HEPES, 15 mM glucose, 1 mM MgSO4, 0.15 mM BAPTA, 0.05 mM CaCl2, 3Â mM Mg ATP, 0.1 mM Na GTP (pH 7.2), and the tissue slice was perfused with modified Kreb's solution.	5.0	4.0	0.05	4.1	4.1	131.0	7.2			1530.0	1.53	700.0		700.0		-69.4	-69.4	8.4		8.4		-49.6	-49.6	4.9		4.9																				10.2	-59.8	7.3		7.3	Method Not Mentioned	4.62	4.62	0.96		0.96																																																																																																																																																																																																																																																																									
