numa,ida,numb,idb,kmdist,midist
101,VEN,694,QAT,12248,7637
101,VEN,696,UAE,12613,7865
101,VEN,698,OMA,13030,8124
101,VEN,700,AFG,13266,8272
101,VEN,701,TKM,12271,7651
101,VEN,702,TAJ,12963,8083
101,VEN,703,KYR,13018,8117
101,VEN,704,UZB,12780,7969
101,VEN,705,KZK,13076,8154
101,VEN,710,CHN,14530,9060
101,VEN,711,TBT,15008,9358
101,VEN,712,MON,13624,8495
101,VEN,713,TAW,15996,9974
101,VEN,730,KOR,14567,9083
101,VEN,731,PRK,14392,8974
101,VEN,732,ROK,14567,9083
101,VEN,740,JPN,14250,8885
101,VEN,750,IND,14290,8910
101,VEN,760,BHU,15173,9461
101,VEN,770,PAK,13607,8485
101,VEN,771,BNG,15581,9715
101,VEN,775,MYA,16558,10325
101,VEN,780,SRI,15916,9924
101,VEN,790,NEP,14911,9298
101,VEN,781,MAD,15336,9562
101,VEN,800,THI,17085,10653
101,VEN,811,CAM,17488,10905
101,VEN,812,LAO,16779,10462
101,VEN,815,VNM,17586,10966
101,VEN,816,DRV,16464,10266
101,VEN,817,RVN,17582,10963
101,VEN,820,MAL,18084,11276
101,VEN,830,SIN,18407,11477
101,VEN,835,BRU,18375,11457
101,VEN,840,PHI,17181,10713
101,VEN,850,INS,19190,11966
101,VEN,860,ETM,18613,11606
101,VEN,900,AUL,15411,9609
101,VEN,910,PNG,16240,10126
101,VEN,920,NEW,13082,8157
101,VEN,935,VAN,14134,8813
101,VEN,940,SOL,14953,9323
101,VEN,950,FJI,12918,8055
101,VEN,983,MSI,13562,8456
101,VEN,986,PAL,16926,10554
101,VEN,987,FSM,14652,9136
101,VEN,990,WSM,13552,8450
110,GUY,2,USA,4009,2500
110,GUY,20,CAN,4578,2855
110,GUY,31,BHM,2704,1686
110,GUY,40,CUB,3154,1966
110,GUY,41,HAI,2014,1256
110,GUY,42,DOM,1815,1132
110,GUY,51,JAM,2373,1479
110,GUY,52,TRI,541,337
110,GUY,53,BAR,696,434
110,GUY,54,DMA,801,499
110,GUY,55,GRN,689,429
110,GUY,56,SLU,830,517
110,GUY,57,SVG,769,480
110,GUY,58,AAB,1182,737
110,GUY,60,SKN,1250,779
110,GUY,80,BLZ,3469,2163
110,GUY,70,MEX,4646,2897
110,GUY,90,GUA,3641,2270
110,GUY,91,HON,3296,2055
110,GUY,92,SAL,3484,2172
110,GUY,93,NIC,3153,1966
110,GUY,94,COS,2893,1804
110,GUY,95,PAN,2375,1481
110,GUY,100,COL,1807,1127
110,GUY,101,VEN,1042,650
110,GUY,115,SUR,341,212
110,GUY,130,ECU,2403,1499
110,GUY,135,PER,2985,1862
110,GUY,140,BRA,2714,1692
110,GUY,145,BOL,2796,1744
110,GUY,150,PAR,3571,2227
110,GUY,155,CHL,4656,2903
110,GUY,160,ARG,4569,2849
110,GUY,165,URU,4579,2855
110,GUY,200,UK,7207,4494
110,GUY,205,IRE,6896,4300
110,GUY,210,NTH,7547,4706
110,GUY,211,BEL,7449,4644
110,GUY,212,LUX,7564,4716
110,GUY,220,FRN,7242,4516
110,GUY,221,MNC,7494,4673
110,GUY,223,LIE,7736,4824
110,GUY,225,SWZ,7547,4706
110,GUY,230,SPN,6503,4055
110,GUY,232,AND,6996,4362
110,GUY,235,POR,5981,3729
110,GUY,255,GMY,8122,5064
110,GUY,260,GFR,7642,4765
110,GUY,265,GDR,8122,5064
110,GUY,290,POL,8641,5388
110,GUY,300,AUH,8254,5147
110,GUY,305,AUS,8254,5147
110,GUY,310,HUN,8455,5272
110,GUY,315,CZE,8153,5084
110,GUY,316,CZR,8153,5084
110,GUY,317,SLO,8316,5185
110,GUY,325,ITA,7869,4907
110,GUY,331,SNM,7890,4920
110,GUY,338,MLT,7974,4972
110,GUY,339,ALB,8467,5279
110,GUY,345,SER,8537,5323
110,GUY,341,MNG,8428,5255
110,GUY,343,MAC,8609,5368
110,GUY,344,CRO,8191,5108
110,GUY,345,YUG,8537,5323
110,GUY,346,BOS,8370,5219
110,GUY,349,SLV,8088,5043
110,GUY,350,GRC,8789,5480
110,GUY,352,CYP,9671,6030
110,GUY,355,BUL,8761,5462
110,GUY,359,MLD,9187,5728
110,GUY,360,RUM,8990,5605
110,GUY,365,RUS,9714,6057
110,GUY,366,EST,8908,5554
110,GUY,367,LAT,8863,5526
110,GUY,368,LIT,8941,5575
110,GUY,369,UKR,9292,5794
110,GUY,370,BLR,9084,5664
110,GUY,371,ARM,10544,6575
110,GUY,372,GRG,10571,6591
110,GUY,373,AZE,10981,6847
110,GUY,375,FIN,8922,5563
110,GUY,380,SWD,8528,5318
110,GUY,385,NOR,8120,5063
110,GUY,390,DEN,8123,5065
110,GUY,395,ICE,6950,4334
110,GUY,402,CAP,3826,2386
110,GUY,403,STP,7231,4509
110,GUY,404,GNB,4663,2907
110,GUY,411,EQG,7548,4706
110,GUY,420,GAM,4565,2847
110,GUY,432,MLI,5500,3429
110,GUY,433,SEN,4485,2797
110,GUY,434,BEN,6694,4174
110,GUY,435,MAA,4702,2932
110,GUY,436,NIR,6603,4117
110,GUY,437,CDI,5812,3624
110,GUY,438,GUI,4880,3043
110,GUY,439,BFO,6206,3870
110,GUY,450,LBR,5206,3246
110,GUY,451,SIE,4919,3067
110,GUY,452,GHA,6428,4008
110,GUY,461,TOG,6529,4071
110,GUY,471,CAO,7700,4801
110,GUY,475,NIG,6767,4219
110,GUY,481,GAB,7521,4689
110,GUY,482,CEN,8478,5286
110,GUY,483,CHA,7998,4987
110,GUY,484,CON,8226,5129
110,GUY,490,DRC,8226,5129
110,GUY,500,UGA,10056,6270
110,GUY,501,KEN,10548,6577
110,GUY,510,TAZ,10889,6790
110,GUY,511,ZAN,10876,6781
110,GUY,516,BUI,9749,6079
110,GUY,517,RWA,9814,6119
110,GUY,520,SOM,11442,7134
110,GUY,522,DJI,11031,6878
110,GUY,530,ETH,10604,6612
110,GUY,531,ERI,10528,6565
110,GUY,540,ANG,8062,5027
110,GUY,541,MZM,10396,6482
110,GUY,551,ZAM,9836,6133
110,GUY,552,ZIM,10127,6314
110,GUY,553,MAW,10358,6459
110,GUY,560,SAF,9968,6215
110,GUY,563,TRA,9968,6215
110,GUY,564,OFS,9825,6126
110,GUY,565,NAM,8789,5480
110,GUY,570,LES,9917,6183
110,GUY,571,BOT,9718,6059
110,GUY,572,SWA,10263,6399
110,GUY,580,MAG,11895,7417
110,GUY,581,COM,11381,7097
110,GUY,590,MAS,12945,8072
110,GUY,591,SEY,12670,7900
110,GUY,600,MOR,5994,3737
110,GUY,615,ALG,6948,4332
110,GUY,616,TUN,7582,4728
110,GUY,620,LIB,7845,4892
110,GUY,625,SUD,9868,6153
110,GUY,630,IRN,11285,7036
110,GUY,640,TUR,9577,5972
110,GUY,645,IRQ,10707,6676
110,GUY,651,EGY,9545,5951
110,GUY,652,SYR,9973,6219
110,GUY,660,LEB,9896,6170
110,GUY,663,JOR,9973,6219
110,GUY,666,ISR,9850,6142
110,GUY,670,SAU,11165,6962
110,GUY,678,YAR,11089,6914
110,GUY,679,YEM,11089,6914
110,GUY,680,YPR,11234,7005
110,GUY,690,KUW,11150,6952
110,GUY,692,BAH,11551,7203
110,GUY,694,QAT,11559,7207
110,GUY,696,UAE,11919,7432
110,GUY,698,OMA,12341,7695
110,GUY,700,AFG,12814,7990
110,GUY,701,TKM,11786,7349
110,GUY,702,TAJ,12569,7837
110,GUY,703,KYR,12737,7942
110,GUY,704,UZB,12435,7754
110,GUY,705,KZK,12833,8002
110,GUY,710,CHN,14837,9251
110,GUY,711,TBT,14755,9200
110,GUY,712,MON,13802,8606
110,GUY,713,TAW,16437,10249
110,GUY,730,KOR,15069,9396
110,GUY,731,PRK,14866,9270
110,GUY,732,ROK,15069,9396
110,GUY,740,JPN,14959,9328
110,GUY,750,IND,13822,8619
110,GUY,760,BHU,14856,9263
110,GUY,770,PAK,13175,8215
110,GUY,771,BNG,15212,9485
110,GUY,775,MYA,16168,10081
110,GUY,780,SRI,15103,9417
110,GUY,790,NEP,14528,9059
110,GUY,781,MAD,14448,9009
110,GUY,800,THI,16738,10437
110,GUY,811,CAM,17233,10745
110,GUY,812,LAO,16577,10336
110,GUY,815,VNM,17394,10846
110,GUY,816,DRV,16418,10237
110,GUY,817,RVN,17385,10840
110,GUY,820,MAL,17484,10901
110,GUY,830,SIN,17796,11096
110,GUY,835,BRU,18480,11523
110,GUY,840,PHI,17650,11005
110,GUY,850,INS,18324,11426
110,GUY,860,ETM,19576,12206
110,GUY,900,AUL,15839,9876
110,GUY,910,PNG,17207,10729
110,GUY,920,NEW,13582,8469
110,GUY,935,VAN,15015,9362
110,GUY,940,SOL,15927,9931
110,GUY,950,FJI,13778,8591
110,GUY,983,MSI,14604,9106
110,GUY,986,PAL,17871,11143
110,GUY,987,FSM,15694,9785
110,GUY,990,WSM,14462,9018
115,SUR,2,USA,4273,2664
115,SUR,20,CAN,4815,3002
115,SUR,31,BHM,3020,1883
115,SUR,40,CUB,3486,2174
115,SUR,41,HAI,2342,1460
115,SUR,42,DOM,2135,1331
115,SUR,51,JAM,2710,1690
115,SUR,52,TRI,863,538
115,SUR,53,BAR,944,589
115,SUR,54,DMA,1086,677
115,SUR,55,GRN,997,621
115,SUR,56,SLU,1106,690
115,SUR,57,SVG,1055,658
115,SUR,58,AAB,1439,897
115,SUR,60,SKN,1520,947
115,SUR,80,BLZ,3810,2375
115,SUR,70,MEX,4986,3109
115,SUR,90,GUA,3979,2481
115,SUR,91,HON,3634,2266
115,SUR,92,SAL,3821,2382
115,SUR,93,NIC,3488,2175
115,SUR,94,COS,3222,2009
115,SUR,95,PAN,2702,1685
115,SUR,100,COL,2105,1312
115,SUR,101,VEN,1382,862
115,SUR,110,GUY,341,212
115,SUR,130,ECU,2666,1662
115,SUR,135,PER,3122,1947
115,SUR,140,BRA,2467,1538
115,SUR,145,BOL,2811,1753
115,SUR,150,PAR,3441,2146
115,SUR,155,CHL,4619,2880
115,SUR,160,ARG,4444,2771
115,SUR,165,URU,4437,2767
115,SUR,200,UK,7139,4451
115,SUR,205,IRE,6851,4272
115,SUR,210,NTH,7478,4663
115,SUR,211,BEL,7369,4595
115,SUR,212,LUX,7480,4664
115,SUR,220,FRN,7153,4460
115,SUR,221,MNC,7372,4597
115,SUR,223,LIE,7633,4760
115,SUR,225,SWZ,7440,4639
115,SUR,230,SPN,6375,3975
115,SUR,232,AND,6875,4287
115,SUR,235,POR,5852,3649
115,SUR,255,GMY,8044,5016
115,SUR,260,GFR,7559,4713
115,SUR,265,GDR,8044,5016
115,SUR,290,POL,8559,5337
115,SUR,300,AUH,8151,5082
115,SUR,305,AUS,8151,5082
115,SUR,310,HUN,8345,5203
115,SUR,315,CZE,8062,5027
115,SUR,316,CZR,8062,5027
115,SUR,317,SLO,8212,5120
115,SUR,325,ITA,7728,4819
115,SUR,331,SNM,7765,4842
115,SUR,338,MLT,7803,4865
115,SUR,339,ALB,8322,5189
115,SUR,345,SER,8409,5244
115,SUR,341,MNG,8291,5170
115,SUR,343,MAC,8469,5281
115,SUR,344,CRO,8071,5033
115,SUR,345,YUG,8409,5244
115,SUR,346,BOS,8237,5136
115,SUR,349,SLV,7974,4972
115,SUR,350,GRC,8627,5379
115,SUR,352,CYP,9495,5920
115,SUR,355,BUL,8621,5375
115,SUR,359,MLD,9074,5658
115,SUR,360,RUM,8860,5525
115,SUR,365,RUS,9651,6017
115,SUR,366,EST,8866,5528
115,SUR,367,LAT,8804,5490
115,SUR,368,LIT,8870,5530
115,SUR,369,UKR,9197,5735
115,SUR,370,BLR,9006,5616
115,SUR,371,ARM,10401,6486
115,SUR,372,GRG,10428,6502
115,SUR,373,AZE,10844,6761
115,SUR,375,FIN,8886,5541
115,SUR,380,SWD,8489,5293
115,SUR,385,NOR,8086,5042
115,SUR,390,DEN,8064,5028
115,SUR,395,ICE,6996,4362
115,SUR,402,CAP,3579,2232
115,SUR,403,STP,6915,4312
115,SUR,404,GNB,4379,2730
115,SUR,411,EQG,7236,4512
115,SUR,420,GAM,4292,2676
115,SUR,432,MLI,5219,3254
115,SUR,433,SEN,4219,2631
115,SUR,434,BEN,6391,3985
115,SUR,435,MAA,4458,2780
115,SUR,436,NIR,6325,3944
115,SUR,437,CDI,5508,3434
115,SUR,438,GUI,4586,2860
115,SUR,439,BFO,5925,3694
115,SUR,450,LBR,4901,3056
115,SUR,451,SIE,4621,2881
115,SUR,452,GHA,6121,3817
115,SUR,461,TOG,6226,3882
115,SUR,471,CAO,7390,4608
115,SUR,475,NIG,6464,4031
115,SUR,481,GAB,7203,4491
115,SUR,482,CEN,8173,5096
115,SUR,483,CHA,7718,4812
115,SUR,484,CON,7902,4927
115,SUR,490,DRC,7902,4927
115,SUR,500,UGA,9745,6076
115,SUR,501,KEN,10236,6382
115,SUR,510,TAZ,10567,6589
115,SUR,511,ZAN,10553,6580
115,SUR,516,BUI,9430,5880
115,SUR,517,RWA,9500,5923
115,SUR,520,SOM,11140,6946
115,SUR,522,DJI,10758,6708
115,SUR,530,ETH,10320,6435
115,SUR,531,ERI,10267,6402
115,SUR,540,ANG,7731,4820
115,SUR,541,MZM,10056,6270
115,SUR,551,ZAM,9499,5923
115,SUR,552,ZIM,9788,6103
115,SUR,553,MAW,10024,6250
115,SUR,560,SAF,9627,6003
115,SUR,563,TRA,9627,6003
115,SUR,564,OFS,9487,5915
115,SUR,565,NAM,8448,5268
115,SUR,570,LES,9577,5972
115,SUR,571,BOT,9377,5847
115,SUR,572,SWA,9923,6187
115,SUR,580,MAG,11557,7206
115,SUR,581,COM,11051,6890
115,SUR,590,MAS,12606,7860
115,SUR,591,SEY,12353,7703
115,SUR,600,MOR,5829,3635
115,SUR,615,ALG,6787,4232
115,SUR,616,TUN,7415,4623
115,SUR,620,LIB,7655,4773
115,SUR,625,SUD,9603,5988
115,SUR,630,IRN,11123,6936
115,SUR,640,TUR,9422,5875
115,SUR,645,IRQ,10527,6564
115,SUR,651,EGY,9343,5826
115,SUR,652,SYR,9789,6104
115,SUR,660,LEB,9711,6055
115,SUR,663,JOR,9779,6097
115,SUR,666,ISR,9660,6023
115,SUR,670,SAU,10945,6825
115,SUR,678,YAR,10830,6753
115,SUR,679,YEM,10830,6753
115,SUR,680,YPR,10965,6837
115,SUR,690,KUW,10955,6830
115,SUR,692,BAH,11345,7074
115,SUR,694,QAT,11350,7077
115,SUR,696,UAE,11707,7299
115,SUR,698,OMA,12129,7563
115,SUR,700,AFG,12678,7905
115,SUR,701,TKM,11645,7261
115,SUR,702,TAJ,12453,7765
115,SUR,703,KYR,12656,7891
115,SUR,704,UZB,12336,7692
115,SUR,705,KZK,12765,7959
115,SUR,710,CHN,14934,9312
115,SUR,711,TBT,14667,9146
115,SUR,712,MON,13865,8645
115,SUR,713,TAW,16559,10325
115,SUR,730,KOR,15230,9496
115,SUR,731,PRK,15019,9365
115,SUR,732,ROK,15230,9496
115,SUR,740,JPN,15193,9473
115,SUR,750,IND,13674,8526
115,SUR,760,BHU,14747,9195
115,SUR,770,PAK,13042,8132
115,SUR,771,BNG,15083,9404
115,SUR,775,MYA,16020,9989
115,SUR,780,SRI,14840,9253
115,SUR,790,NEP,14401,8980
115,SUR,781,MAD,14164,8832
115,SUR,800,THI,16593,10346
115,SUR,811,CAM,17102,10664
115,SUR,812,LAO,16480,10275
115,SUR,815,VNM,17277,10773
115,SUR,816,DRV,16372,10209
115,SUR,817,RVN,17268,10767
115,SUR,820,MAL,17252,10757
115,SUR,830,SIN,17552,10944
115,SUR,835,BRU,18394,11469
115,SUR,840,PHI,17751,11069
115,SUR,850,INS,18015,11233
115,SUR,860,ETM,19689,12277
115,SUR,900,AUL,15910,9920
115,SUR,910,PNG,17496,10910
115,SUR,920,NEW,13701,8543
115,SUR,935,VAN,15274,9523
115,SUR,940,SOL,16225,10117
115,SUR,950,FJI,14033,8750
115,SUR,983,MSI,14943,9318
115,SUR,986,PAL,18173,11331
115,SUR,987,FSM,16034,9997
115,SUR,990,WSM,14736,9188
130,ECU,2,USA,4314,2690
130,ECU,20,CAN,5042,3144
130,ECU,31,BHM,2705,1686
130,ECU,40,CUB,2604,1624
130,ECU,41,HAI,2177,1358
130,ECU,42,DOM,2252,1404
130,ECU,51,JAM,2005,1250
130,ECU,52,TRI,2234,1393
130,ECU,53,BAR,2548,1589
130,ECU,54,DMA,2410,1503
130,ECU,55,GRN,2291,1429
130,ECU,56,SLU,2453,1530
130,ECU,57,SVG,2405,1500
130,ECU,58,AAB,2630,1640
130,ECU,60,SKN,2582,1610
130,ECU,80,BLZ,2211,1379
130,ECU,70,MEX,3122,1947
130,ECU,90,GUA,2094,1305
130,ECU,91,HON,1847,1151
130,ECU,92,SAL,1931,1204
130,ECU,93,NIC,1601,998
130,ECU,94,COS,1272,793
130,ECU,95,PAN,1003,625
130,ECU,100,COL,705,439
130,ECU,101,VEN,1690,1054
130,ECU,110,GUY,2403,1499
130,ECU,115,SUR,2666,1662
130,ECU,135,PER,1349,841
130,ECU,140,BRA,3780,2357
130,ECU,145,BOL,2126,1326
130,ECU,150,PAR,3586,2236
130,ECU,155,CHL,3767,2349
130,ECU,160,ARG,4321,2694
130,ECU,165,URU,4448,2773
130,ECU,200,UK,9210,5743
130,ECU,205,IRE,8819,5499
130,ECU,210,NTH,9543,5950
130,ECU,211,BEL,9488,5916
130,ECU,212,LUX,9616,5996
130,ECU,220,FRN,9320,5811
130,ECU,221,MNC,9670,6029
130,ECU,223,LIE,9850,6142
130,ECU,225,SWZ,9678,6034
130,ECU,230,SPN,8715,5434
130,ECU,232,AND,9181,5725
130,ECU,235,POR,8206,5117
130,ECU,255,GMY,10135,6319
130,ECU,260,GFR,9689,6042
130,ECU,265,GDR,10135,6319
130,ECU,290,POL,10657,6645
130,ECU,300,AUH,10358,6458
130,ECU,305,AUS,10358,6458
130,ECU,310,HUN,10578,6596
130,ECU,315,CZE,10213,6368
130,ECU,316,CZR,10213,6368
130,ECU,317,SLO,10419,6497
130,ECU,325,ITA,10097,6295
130,ECU,331,SNM,10072,6280
130,ECU,338,MLT,10277,6408
130,ECU,339,ALB,10696,6669
130,ECU,345,SER,10716,6682
130,ECU,341,MNG,10635,6631
130,ECU,343,MAC,10823,6748
130,ECU,344,CRO,10352,6454
130,ECU,345,YUG,10716,6682
130,ECU,346,BOS,10566,6588
130,ECU,349,SLV,10230,6379
130,ECU,350,GRC,11061,6897
130,ECU,352,CYP,11970,7463
130,ECU,355,BUL,10972,6841
130,ECU,359,MLD,11301,7047
130,ECU,360,RUM,11164,6961
130,ECU,365,RUS,11623,7247
130,ECU,366,EST,10746,6700
130,ECU,367,LAT,10779,6721
130,ECU,368,LIT,10905,6800
130,ECU,369,UKR,11339,7070
130,ECU,370,BLR,11068,6901
130,ECU,371,ARM,12738,7943
130,ECU,372,GRG,12762,7958
130,ECU,373,AZE,13148,8198
130,ECU,375,FIN,10733,6693
130,ECU,380,SWD,10369,6465
130,ECU,385,NOR,9951,6204
130,ECU,390,DEN,10062,6274
130,ECU,395,ICE,8457,5273
130,ECU,402,CAP,6229,3884
130,ECU,403,STP,9501,5924
130,ECU,404,GNB,7042,4391
130,ECU,411,EQG,9835,6132
130,ECU,420,GAM,6958,4339
130,ECU,432,MLI,7883,4915
130,ECU,433,SEN,6883,4292
130,ECU,434,BEN,9025,5627
130,ECU,435,MAA,7106,4430
130,ECU,436,NIR,8990,5606
130,ECU,437,CDI,8141,5076
130,ECU,438,GUI,7241,4515
130,ECU,439,BFO,8588,5355
130,ECU,450,LBR,7534,4697
130,ECU,451,SIE,7270,4533
130,ECU,452,GHA,8746,5454
130,ECU,461,TOG,8859,5524
130,ECU,471,CAO,10001,6236
130,ECU,475,NIG,9098,5673
130,ECU,481,GAB,9779,6097
130,ECU,482,CEN,10795,6731
130,ECU,483,CHA,10381,6473
130,ECU,484,CON,10426,6501
130,ECU,490,DRC,10426,6501
130,ECU,500,UGA,12335,7691
130,ECU,501,KEN,12816,7991
130,ECU,510,TAZ,13076,8153
130,ECU,511,ZAN,13061,8144
130,ECU,516,BUI,11980,7470
130,ECU,517,RWA,12075,7529
130,ECU,520,SOM,13758,8579
130,ECU,522,DJI,13423,8369
130,ECU,530,ETH,12979,8093
130,ECU,531,ERI,12930,8062
130,ECU,540,ANG,10185,6351
130,ECU,541,MZM,12089,7538
130,ECU,551,ZAM,11828,7375
130,ECU,552,ZIM,12070,7526
130,ECU,553,MAW,12398,7731
130,ECU,560,SAF,11693,7291
130,ECU,563,TRA,11693,7291
130,ECU,564,OFS,11426,7125
130,ECU,565,NAM,10586,6601
130,ECU,570,LES,11521,7184
130,ECU,571,BOT,11472,7153
130,ECU,572,SWA,11959,7457
130,ECU,580,MAG,13795,8601
130,ECU,581,COM,13466,8397
130,ECU,590,MAS,14744,9193
130,ECU,591,SEY,14890,9284
130,ECU,600,MOR,8301,5176
130,ECU,615,ALG,9237,5759
130,ECU,616,TUN,9879,6160
130,ECU,620,LIB,10187,6352
130,ECU,625,SUD,12268,7649
130,ECU,630,IRN,13525,8433
130,ECU,640,TUR,11821,7371
130,ECU,645,IRQ,13004,8108
130,ECU,651,EGY,11898,7419
130,ECU,652,SYR,12290,7663
130,ECU,660,LEB,12213,7615
130,ECU,663,JOR,12310,7676
130,ECU,666,ISR,12180,7595
130,ECU,670,SAU,13542,8444
130,ECU,678,YAR,13491,8412
130,ECU,679,YEM,13491,8412
130,ECU,680,YPR,13630,8499
130,ECU,690,KUW,13483,8407
130,ECU,692,BAH,13904,8670
130,ECU,694,QAT,13916,8677
130,ECU,696,UAE,14281,8904
130,ECU,698,OMA,14700,9166
130,ECU,700,AFG,14935,9312
130,ECU,701,TKM,13951,8699
130,ECU,702,TAJ,14612,9111
130,ECU,703,KYR,14607,9108
130,ECU,704,UZB,14408,8984
130,ECU,705,KZK,14639,9128
130,ECU,710,CHN,15399,9602
130,ECU,711,TBT,16525,10304
130,ECU,712,MON,14738,9189
130,ECU,713,TAW,16476,10273
130,ECU,730,KOR,15118,9426
130,ECU,731,PRK,15008,9358
130,ECU,732,ROK,15118,9426
130,ECU,740,JPN,14437,9002
130,ECU,750,IND,15956,9949
130,ECU,760,BHU,16738,10437
130,ECU,770,PAK,15267,9519
130,ECU,771,BNG,17172,10707
130,ECU,775,MYA,18118,11297
130,ECU,780,SRI,17505,10915
130,ECU,790,NEP,16529,10307
130,ECU,781,MAD,16816,10485
130,ECU,800,THI,18541,11561
130,ECU,811,CAM,18715,11669
130,ECU,812,LAO,18094,11282
130,ECU,815,VNM,18673,11643
130,ECU,816,DRV,17618,10985
130,ECU,817,RVN,18678,11646
130,ECU,820,MAL,19663,12260
130,ECU,830,SIN,19717,12294
130,ECU,835,BRU,18456,11508
130,ECU,840,PHI,17346,10816
130,ECU,850,INS,19111,11916
130,ECU,860,ETM,17173,10708
130,ECU,900,AUL,13723,8556
130,ECU,910,PNG,14834,9249
130,ECU,920,NEW,11392,7103
130,ECU,935,VAN,12613,7865
130,ECU,940,SOL,13574,8464
130,ECU,950,FJI,11375,7093
130,ECU,983,MSI,12578,7843
130,ECU,986,PAL,16251,10133
130,ECU,987,FSM,13665,8521
130,ECU,990,WSM,12070,7526
135,PER,2,USA,5651,3523
135,PER,20,CAN,6374,3975
135,PER,31,BHM,4032,2514
135,PER,40,CUB,3953,2465
135,PER,41,HAI,3448,2150
135,PER,42,DOM,3477,2168
135,PER,51,JAM,3336,2080
135,PER,52,TRI,3057,1906
135,PER,53,BAR,3397,2118
135,PER,54,DMA,3320,2070
135,PER,55,GRN,3171,1977
135,PER,56,SLU,3367,2100
135,PER,57,SVG,3304,2060
135,PER,58,AAB,3636,2267
135,PER,60,SKN,3617,2255
135,PER,80,BLZ,3502,2184
135,PER,70,MEX,4261,2657
135,PER,90,GUA,3317,2068
135,PER,91,HON,3124,1948
135,PER,92,SAL,3170,1977
135,PER,93,NIC,2878,1794
135,PER,94,COS,2571,1603
135,PER,95,PAN,2352,1466
135,PER,100,COL,1880,1172
135,PER,101,VEN,2689,1677
135,PER,110,GUY,2985,1862
135,PER,115,SUR,3122,1947
135,PER,130,ECU,1349,841
135,PER,140,BRA,3185,1986
135,PER,145,BOL,1069,666
135,PER,150,PAR,2508,1564
135,PER,155,CHL,2425,1512
135,PER,160,ARG,3081,1921
135,PER,165,URU,3234,2016
135,PER,200,UK,10163,6337
135,PER,205,IRE,9821,6123
135,PER,210,NTH,10503,6549
135,PER,211,BEL,10416,6495
135,PER,212,LUX,10535,6569
135,PER,220,FRN,10218,6371
135,PER,221,MNC,10479,6534
135,PER,223,LIE,10719,6684
135,PER,225,SWZ,10531,6566
135,PER,230,SPN,9486,5915
135,PER,232,AND,9981,6224
135,PER,235,POR,8964,5589
135,PER,255,GMY,11085,6912
135,PER,260,GFR,10612,6617
135,PER,265,GDR,11085,6912
135,PER,290,POL,11608,7238
135,PER,300,AUH,11237,7006
135,PER,305,AUS,11237,7006
135,PER,310,HUN,11440,7133
135,PER,315,CZE,11128,6938
135,PER,316,CZR,11128,6938
135,PER,317,SLO,11298,7045
135,PER,325,ITA,10848,6764
135,PER,331,SNM,10875,6781
135,PER,338,MLT,10920,6809
135,PER,339,ALB,11443,7135
135,PER,345,SER,11522,7184
135,PER,341,MNG,11409,7114
135,PER,343,MAC,11589,7226
135,PER,344,CRO,11177,6969
135,PER,345,YUG,11522,7184
135,PER,346,BOS,11353,7079
135,PER,349,SLV,11073,6904
135,PER,350,GRC,11748,7325
135,PER,352,CYP,12606,7860
135,PER,355,BUL,11740,7320
135,PER,359,MLD,12171,7589
135,PER,360,RUM,11974,7466
135,PER,365,RUS,12652,7889
135,PER,366,EST,11810,7364
135,PER,367,LAT,11798,7356
135,PER,368,LIT,11893,7416
135,PER,369,UKR,12267,7649
135,PER,370,BLR,12043,7509
135,PER,371,ARM,13522,8432
135,PER,372,GRG,13549,8448
135,PER,373,AZE,13963,8706
135,PER,375,FIN,11812,7365
135,PER,380,SWD,11429,7126
135,PER,385,NOR,11013,6867
135,PER,390,DEN,11062,6897
135,PER,395,ICE,9641,6011
135,PER,402,CAP,6605,4119
135,PER,403,STP,9373,5844
135,PER,404,GNB,7239,4513
135,PER,411,EQG,9722,6062
135,PER,420,GAM,7209,4495
135,PER,432,MLI,8066,5030
135,PER,433,SEN,7165,4467
135,PER,434,BEN,9026,5628
135,PER,435,MAA,7474,4660
135,PER,436,NIR,9158,5710
135,PER,437,CDI,8169,5093
135,PER,438,GUI,7376,4599
135,PER,439,BFO,8744,5452
135,PER,450,LBR,7580,4726
135,PER,451,SIE,7378,4600
135,PER,452,GHA,8732,5444
135,PER,461,TOG,8864,5527
135,PER,471,CAO,9910,6179
135,PER,475,NIG,9098,5673
135,PER,481,GAB,9622,5999
135,PER,482,CEN,10709,6678
135,PER,483,CHA,10490,6541
135,PER,484,CON,10161,6336
135,PER,490,DRC,10161,6336
135,PER,500,UGA,12120,7557
135,PER,501,KEN,12562,7833
135,PER,510,TAZ,12687,7910
135,PER,511,ZAN,12670,7900
135,PER,516,BUI,11700,7295
135,PER,517,RWA,11839,7382
135,PER,520,SOM,13559,8454
135,PER,522,DJI,13489,8410
135,PER,530,ETH,12980,8094
135,PER,531,ERI,13097,8167
135,PER,540,ANG,9833,6131
135,PER,541,MZM,11294,7042
135,PER,551,ZAM,11276,7031
135,PER,552,ZIM,11464,7148
135,PER,553,MAW,11868,7400
135,PER,560,SAF,10935,6818
135,PER,563,TRA,10935,6818
135,PER,564,OFS,10599,6609
135,PER,565,NAM,9924,6188
135,PER,570,LES,10692,6667
135,PER,571,BOT,10742,6698
135,PER,572,SWA,11171,6965
135,PER,580,MAG,13075,8153
135,PER,581,COM,12936,8066
135,PER,590,MAS,13899,8666
135,PER,591,SEY,14457,9015
